0, 0, 0
10, 0, 0
14, 0, 0
18, 0, 0
20, 0, 0
23, 0, 0
25, 0, 0
28, 0, 0
30, 0, 0
32, 0, 0
34, 0, 0
36, 0, 0
38, 0, 0
39, 0, 0
41, 0, 0
43, 0, 0
45, 0, 0
46, 0, 0
48, 0, 0
49, 0, 0
51, 0, 0
52, 0, 0
54, 0, 0
56, 0, 0
57, 0, 0
59, 0, 0
60, 0, 0
61, 0, 0
63, 0, 0
64, 0, 0
66, 0, 0
67, 0, 0
69, 0, 0
70, 0, 0
71, 0, 0
73, 0, 0
74, 0, 0
76, 0, 0
77, 0, 0
78, 0, 0
80, 0, 0
81, 0, 0
82, 0, 0
84, 0, 0
85, 0, 0
86, 0, 0
88, 0, 0
89, 0, 0
90, 0, 0
91, 0, 0
93, 0, 0
94, 0, 0
95, 0, 0
96, 0, 0
98, 0, 0
99, 0, 0
100, 0, 0
101, 0, 0
103, 0, 0
104, 0, 0
105, 0, 0
106, 0, 0
108, 0, 0
109, 0, 0
110, 0, 0
111, 0, 0
112, 0, 0
114, 0, 0
115, 0, 0
116, 0, 0
117, 0, 0
118, 0, 0
119, 0, 0
120, 0, 0
122, 0, 0
123, 0, 0
124, 0, 0
125, 0, 0
126, 0, 0
127, 0, 0
128, 0, 0
129, 0, 0
130, 0, 0
131, 0, 0
132, 0, 0
133, 1, 0
134, 1, 0
135, 1, 0
136, 1, 0
137, 1, 0
138, 1, 0
139, 1, 0
140, 1, 0
141, 1, 0
142, 1, 0
143, 1, 0
144, 1, 0
145, 1, 0
146, 1, 0
147, 1, 0
148, 1, 0
149, 1, 0
149, 1, 0
150, 1, 0
151, 1, 0
152, 1, 0
153, 1, 0
154, 1, 0
154, 1, 0
155, 1, 0
156, 1, 0
157, 2, 0
158, 2, 0
158, 2, 0
159, 2, 0
160, 2, 0
161, 2, 0
161, 2, 0
162, 2, 0
163, 2, 0
163, 2, 0
164, 2, 0
165, 2, 0
165, 2, 0
166, 2, 0
166, 2, 0
167, 2, 0
168, 3, 0
168, 3, 0
169, 3, 0
169, 3, 0
170, 3, 0
170, 3, 0
171, 3, 0
171, 3, 0
172, 3, 0
172, 3, 0
173, 3, 0
173, 3, 0
174, 4, 0
174, 4, 0
174, 4, 0
175, 4, 0
175, 4, 0
176, 4, 0
176, 4, 0
176, 4, 0
177, 4, 0
177, 4, 0
177, 5, 0
177, 5, 0
178, 5, 0
178, 5, 0
178, 5, 0
178, 5, 0
179, 5, 0
179, 5, 0
179, 6, 0
179, 6, 0
179, 6, 0
180, 6, 0
180, 6, 0
180, 6, 0
180, 6, 0
180, 7, 0
180, 7, 0
180, 7, 0
180, 7, 0
180, 7, 0
180, 7, 0
180, 7, 0
180, 8, 0
180, 8, 0
180, 8, 0
180, 8, 0
180, 8, 0
180, 8, 0
180, 9, 0
180, 9, 0
180, 9, 0
180, 9, 0
180, 9, 0
180, 10, 0
179, 10, 0
179, 10, 0
179, 10, 0
179, 11, 0
179, 11, 0
179, 11, 0
178, 11, 0
178, 11, 0
178, 12, 0
178, 12, 0
177, 12, 0
177, 12, 0
177, 13, 0
176, 13, 0
176, 13, 0
176, 13, 0
176, 14, 0
175, 14, 0
175, 14, 0
174, 14, 0
174, 15, 0
174, 15, 0
173, 15, 0
173, 16, 0
172, 16, 0
172, 16, 0
172, 17, 0
171, 17, 0
171, 17, 0
170, 17, 0
170, 18, 0
169, 18, 0
169, 18, 0
168, 19, 0
168, 19, 0
167, 20, 0
167, 20, 0
166, 20, 0
165, 21, 0
165, 21, 0
164, 21, 0
164, 22, 0
163, 22, 0
162, 22, 0
162, 23, 0
161, 23, 0
161, 24, 0
160, 24, 0
159, 25, 0
159, 25, 0
158, 25, 0
157, 26, 0
157, 26, 0
156, 27, 0
155, 27, 0
155, 28, 0
154, 28, 0
153, 29, 0
153, 29, 0
152, 29, 0
151, 30, 0
150, 30, 0
150, 31, 0
149, 31, 0
148, 32, 0
147, 32, 0
147, 33, 0
146, 34, 0
145, 34, 0
144, 35, 0
143, 35, 0
143, 36, 0
142, 36, 0
141, 37, 0
140, 37, 0
139, 38, 0
139, 39, 0
138, 39, 0
137, 40, 0
136, 40, 0
135, 41, 0
135, 42, 0
134, 42, 0
133, 43, 0
132, 43, 0
131, 44, 0
130, 45, 0
130, 45, 0
129, 46, 0
128, 47, 0
127, 47, 0
126, 48, 0
125, 49, 0
124, 49, 0
124, 50, 0
123, 51, 0
122, 52, 0
121, 52, 0
120, 53, 0
119, 54, 0
118, 54, 0
117, 55, 0
117, 56, 0
116, 57, 0
115, 58, 0
114, 58, 0
113, 59, 0
112, 60, 0
111, 61, 0
111, 61, 0
110, 62, 0
109, 63, 0
108, 64, 0
107, 65, 0
106, 66, 0
105, 66, 0
104, 67, 0
104, 68, 0
103, 69, 0
102, 70, 0
101, 71, 0
100, 72, 0
99, 72, 0
98, 73, 0
97, 74, 0
97, 75, 0
96, 76, 0
95, 77, 0
94, 78, 0
93, 79, 0
92, 80, 0
92, 81, 0
91, 82, 0
90, 83, 0
89, 84, 0
88, 85, 0
87, 85, 0
86, 86, 0
86, 87, 0
85, 88, 0
84, 89, 0
83, 90, 0
82, 91, 0
82, 92, 0
81, 93, 0
80, 94, 0
79, 96, 0
78, 97, 0
77, 98, 0
77, 99, 0
76, 100, 0
75, 101, 0
74, 102, 0
74, 103, 0
73, 104, 0
72, 105, 0
71, 106, 0
70, 107, 0
70, 108, 0
69, 109, 0
68, 110, 0
67, 112, 0
67, 113, 0
66, 114, 0
65, 115, 0
64, 116, 0
64, 117, 0
63, 118, 0
62, 119, 0
62, 120, 0
61, 122, 0
60, 123, 0
59, 124, 0
59, 125, 0
58, 126, 0
57, 127, 0
57, 128, 0
56, 130, 0
55, 131, 0
55, 132, 0
54, 133, 0
53, 134, 0
53, 135, 0
52, 137, 0
51, 138, 0
51, 139, 0
50, 140, 0
50, 141, 0
49, 142, 0
48, 144, 0
48, 145, 0
47, 146, 0
46, 147, 0
46, 148, 0
45, 150, 0
45, 151, 0
44, 152, 0
44, 153, 0
43, 154, 0
42, 155, 0
42, 157, 0
41, 158, 0
41, 159, 0
40, 160, 0
40, 161, 0
39, 163, 0
39, 164, 0
38, 165, 0
37, 166, 0
37, 167, 0
36, 168, 0
36, 170, 0
35, 171, 0
35, 172, 0
34, 173, 0
34, 174, 0
33, 175, 0
33, 177, 0
32, 178, 0
32, 179, 0
32, 180, 0
31, 181, 0
31, 182, 0
30, 183, 0
30, 185, 0
29, 186, 0
29, 187, 0
28, 188, 0
28, 189, 0
28, 190, 0
27, 191, 0
27, 192, 0
26, 193, 0
26, 195, 0
25, 196, 0
25, 197, 0
25, 198, 0
24, 199, 0
24, 200, 0
24, 201, 0
23, 202, 0
23, 203, 0
22, 204, 0
22, 205, 0
22, 206, 0
21, 207, 0
21, 208, 0
21, 209, 0
20, 210, 0
20, 211, 0
20, 212, 0
19, 213, 0
19, 214, 0
19, 215, 0
18, 216, 0
18, 217, 0
18, 218, 0
18, 219, 0
17, 220, 0
17, 221, 0
17, 222, 0
16, 222, 0
16, 223, 1
16, 224, 1
16, 225, 1
15, 226, 1
15, 227, 1
15, 228, 1
14, 228, 1
14, 229, 1
14, 230, 1
14, 231, 1
13, 232, 1
13, 232, 1
13, 233, 1
13, 234, 1
12, 235, 1
12, 235, 1
12, 236, 1
12, 237, 1
12, 237, 1
11, 238, 1
11, 239, 1
11, 239, 1
11, 240, 1
11, 241, 1
10, 241, 1
10, 242, 1
10, 242, 1
10, 243, 1
10, 243, 1
9, 244, 2
9, 245, 2
9, 245, 2
9, 246, 2
9, 246, 2
8, 247, 2
8, 247, 2
8, 247, 2
8, 248, 2
8, 248, 2
8, 249, 2
8, 249, 2
7, 250, 2
7, 250, 2
7, 250, 2
7, 251, 2
7, 251, 2
7, 251, 2
7, 252, 3
6, 252, 3
6, 252, 3
6, 252, 3
6, 253, 3
6, 253, 3
6, 253, 3
6, 253, 3
5, 253, 3
5, 254, 3
5, 254, 3
5, 254, 3
5, 254, 3
5, 254, 4
5, 254, 4
5, 254, 4
5, 254, 4
4, 254, 4
4, 254, 4
4, 254, 4
4, 255, 4
4, 254, 4
4, 254, 4
4, 254, 4
4, 254, 5
4, 254, 5
4, 254, 5
4, 254, 5
3, 254, 5
3, 254, 5
3, 254, 5
3, 254, 5
3, 253, 5
3, 253, 6
3, 253, 6
3, 253, 6
3, 253, 6
3, 252, 6
3, 252, 6
3, 252, 6
3, 252, 7
2, 251, 7
2, 251, 7
2, 251, 7
2, 250, 7
2, 250, 7
2, 250, 7
2, 249, 8
2, 249, 8
2, 248, 8
2, 248, 8
2, 247, 8
2, 247, 8
2, 247, 8
2, 246, 9
2, 246, 9
2, 245, 9
2, 245, 9
2, 244, 9
1, 243, 10
1, 243, 10
1, 242, 10
1, 242, 10
1, 241, 10
1, 241, 11
1, 240, 11
1, 239, 11
1, 239, 11
1, 238, 11
1, 237, 12
1, 237, 12
1, 236, 12
1, 235, 12
1, 235, 12
1, 234, 13
1, 233, 13
1, 232, 13
1, 232, 13
1, 231, 14
1, 230, 14
1, 229, 14
1, 228, 14
1, 228, 15
1, 227, 15
1, 226, 15
1, 225, 16
1, 224, 16
1, 223, 16
0, 222, 16
0, 222, 17
0, 221, 17
0, 220, 17
0, 219, 18
0, 218, 18
0, 217, 18
0, 216, 18
